customer_id,month,plan,mrr_usd,churned,sessions_per_week,features_used_count,support_tickets,nps_score,company_size,industry,tenure_months,seat_count
CUS-00290,2024-08,starter,51.89,0,3,4,1,18,1-10,fintech,53,3
CUS-00290,2024-09,starter,52.14,0,7,4,0,10,1-10,fintech,54,3
CUS-00290,2024-10,starter,52.39,0,4,1,1,6,1-10,fintech,55,3
CUS-00290,2024-11,starter,52.64,0,1,6,0,13,1-10,fintech,56,3
CUS-00290,2024-12,starter,52.89,0,1,5,0,17,1-10,fintech,57,3
CUS-00291,2024-01,pro,157.52,0,7,8,1,29,1-10,healthcare,14,4
CUS-00291,2024-02,pro,158.31,0,5,6,0,29,1-10,healthcare,15,4
CUS-00291,2024-03,pro,159.09,0,8,18,1,25,1-10,healthcare,16,4
CUS-00291,2024-04,pro,159.88,0,5,2,2,16,1-10,healthcare,17,4
CUS-00291,2024-05,pro,160.67,1,5,13,7,12,1-10,healthcare,18,4
CUS-00291,2024-06,pro,161.46,0,8,7,2,35,1-10,healthcare,19,4
CUS-00291,2024-07,pro,162.24,0,9,10,1,23,1-10,healthcare,20,4
CUS-00291,2024-08,pro,163.03,0,6,8,2,31,1-10,healthcare,21,4
CUS-00291,2024-09,pro,163.82,0,9,7,0,26,1-10,healthcare,22,4
CUS-00291,2024-10,pro,164.61,0,8,6,2,13,1-10,healthcare,23,4
CUS-00291,2024-11,pro,165.39,0,8,9,1,30,1-10,healthcare,24,4
CUS-00291,2024-12,pro,166.18,0,10,12,0,28,1-10,healthcare,25,4
CUS-00292,2024-01,pro,148.44,0,8,12,1,48,51-200,ecommerce,12,3
CUS-00292,2024-02,pro,149.18,0,7,10,0,53,51-200,ecommerce,13,3
CUS-00292,2024-03,pro,149.92,0,11,16,0,53,51-200,ecommerce,14,3
CUS-00292,2024-04,pro,150.66,0,7,7,1,55,51-200,ecommerce,15,3
CUS-00292,2024-05,pro,151.41,0,3,5,0,48,51-200,ecommerce,16,3
CUS-00292,2024-06,pro,152.15,0,4,10,1,43,51-200,ecommerce,17,3
CUS-00292,2024-07,pro,152.89,0,5,8,1,40,51-200,ecommerce,18,3
CUS-00292,2024-08,pro,153.63,0,7,8,1,50,51-200,ecommerce,19,3
CUS-00292,2024-09,pro,154.38,0,5,7,1,50,51-200,ecommerce,20,3
CUS-00292,2024-10,pro,155.12,0,9,8,1,54,51-200,ecommerce,21,3
CUS-00292,2024-11,pro,155.86,0,8,11,1,53,51-200,ecommerce,22,3
CUS-00292,2024-12,pro,156.6,1,2,4,1,45,51-200,ecommerce,23,3
CUS-00293,2024-01,pro,174.78,0,7,8,1,46,1-10,other,23,15
CUS-00293,2024-02,pro,175.65,0,4,5,0,51,1-10,other,24,15
CUS-00293,2024-03,pro,176.53,0,8,9,1,47,1-10,other,25,15
CUS-00293,2024-04,pro,177.4,1,3,2,2,49,1-10,other,26,15
CUS-00293,2024-05,pro,178.28,0,8,11,1,45,1-10,other,27,15
CUS-00293,2024-06,pro,179.15,0,10,17,0,54,1-10,other,28,15
CUS-00293,2024-07,pro,180.02,0,7,13,1,48,1-10,other,29,15
CUS-00293,2024-08,pro,180.9,0,6,11,1,58,1-10,other,30,15
CUS-00293,2024-09,pro,181.77,0,5,8,1,44,1-10,other,31,15
CUS-00293,2024-10,pro,182.65,0,8,10,0,44,1-10,other,32,15
CUS-00293,2024-11,pro,183.52,0,4,6,1,49,1-10,other,33,15
CUS-00293,2024-12,pro,184.39,0,13,20,0,50,1-10,other,34,15
CUS-00294,2024-01,starter,47.9,0,7,7,1,19,1-10,fintech,32,2
CUS-00294,2024-02,starter,48.14,0,1,2,1,22,1-10,fintech,33,2
CUS-00294,2024-03,starter,48.38,0,1,2,0,12,1-10,fintech,34,2
CUS-00294,2024-04,starter,48.61,1,0,2,2,14,1-10,fintech,35,2
CUS-00294,2024-05,starter,48.85,0,2,4,2,14,1-10,fintech,36,2
CUS-00294,2024-06,starter,49.09,0,3,5,1,21,1-10,fintech,37,2
CUS-00294,2024-07,starter,49.33,0,3,2,0,20,1-10,fintech,38,2
CUS-00294,2024-08,starter,49.57,0,4,7,1,16,1-10,fintech,39,2
CUS-00294,2024-09,starter,49.81,0,2,5,0,14,1-10,fintech,40,2
CUS-00294,2024-10,starter,50.05,0,3,8,3,11,1-10,fintech,41,2
CUS-00294,2024-11,starter,50.29,0,4,3,1,16,1-10,fintech,42,2
CUS-00294,2024-12,starter,50.53,0,3,5,0,29,1-10,fintech,43,2
CUS-00295,2024-01,pro,128.45,0,4,6,2,16,11-50,other,20,12
CUS-00295,2024-02,pro,129.09,0,10,11,1,16,11-50,other,21,12
CUS-00295,2024-03,pro,129.73,0,8,17,1,24,11-50,other,22,12
CUS-00295,2024-04,pro,130.37,0,8,11,0,29,11-50,other,23,12
CUS-00295,2024-05,pro,131.01,0,12,14,1,25,11-50,other,24,12
CUS-00295,2024-06,pro,131.66,0,5,5,1,21,11-50,other,25,12
CUS-00295,2024-07,pro,132.3,0,2,3,3,28,11-50,other,26,12
CUS-00295,2024-08,pro,132.94,0,10,9,1,17,11-50,other,27,12
CUS-00295,2024-09,pro,133.58,0,8,14,1,28,11-50,other,28,12
CUS-00295,2024-10,pro,134.23,0,5,6,3,24,11-50,other,29,12
CUS-00295,2024-11,pro,134.87,0,6,5,1,30,11-50,other,30,12
CUS-00295,2024-12,pro,135.51,0,6,6,0,31,11-50,other,31,12
CUS-00296,2024-01,enterprise,919.36,0,9,9,1,32,11-50,other,25,78
CUS-00296,2024-02,enterprise,923.96,0,13,18,1,41,11-50,other,26,78
CUS-00296,2024-03,enterprise,928.55,0,10,9,1,36,11-50,other,27,78
CUS-00296,2024-04,enterprise,933.15,0,12,11,2,32,11-50,other,28,78
CUS-00296,2024-05,enterprise,937.75,0,14,17,1,39,11-50,other,29,78
CUS-00296,2024-06,enterprise,942.34,0,13,16,0,37,11-50,other,30,78
CUS-00296,2024-07,enterprise,946.94,0,15,17,0,44,11-50,other,31,78
CUS-00296,2024-08,enterprise,951.54,0,16,22,3,40,11-50,other,32,78
CUS-00296,2024-09,enterprise,956.14,0,20,27,1,38,11-50,other,33,78
CUS-00296,2024-10,enterprise,960.73,0,12,14,3,36,11-50,other,34,78
CUS-00296,2024-11,enterprise,965.33,0,13,19,1,37,11-50,other,35,78
CUS-00296,2024-12,enterprise,969.93,0,9,14,1,42,11-50,other,36,78
CUS-00297,2024-01,enterprise,1025.17,0,11,19,2,31,200+,SaaS,18,10
CUS-00297,2024-02,enterprise,1030.29,0,16,15,1,36,200+,SaaS,19,10
CUS-00297,2024-03,enterprise,1035.42,0,12,14,0,33,200+,SaaS,20,10
CUS-00297,2024-04,enterprise,1040.54,0,14,19,1,31,200+,SaaS,21,10
CUS-00297,2024-05,enterprise,1045.67,0,13,13,0,32,200+,SaaS,22,10
CUS-00297,2024-06,enterprise,1050.8,0,15,19,0,40,200+,SaaS,23,10
CUS-00297,2024-07,enterprise,1055.92,0,12,16,1,34,200+,SaaS,24,10
CUS-00297,2024-08,enterprise,1061.05,0,17,22,3,28,200+,SaaS,25,10
CUS-00297,2024-09,enterprise,1066.17,0,20,27,2,39,200+,SaaS,26,10
CUS-00297,2024-10,enterprise,1071.3,0,11,13,0,34,200+,SaaS,27,10
CUS-00297,2024-11,enterprise,1076.43,0,15,14,0,26,200+,SaaS,28,10
CUS-00297,2024-12,enterprise,1081.55,0,13,11,2,27,200+,SaaS,29,10
CUS-00298,2024-01,enterprise,1476.27,0,8,11,1,38,1-10,other,7,131
CUS-00298,2024-02,enterprise,1483.65,0,12,10,0,42,1-10,other,8,131
CUS-00298,2024-03,enterprise,1491.03,0,15,18,3,37,1-10,other,9,131
CUS-00298,2024-04,enterprise,1498.41,0,19,20,1,42,1-10,other,10,131
CUS-00298,2024-05,enterprise,1505.79,1,13,11,3,45,1-10,other,11,131
CUS-00298,2024-06,enterprise,1513.17,0,16,11,1,32,1-10,other,12,131
CUS-00298,2024-07,enterprise,1520.55,0,12,10,1,43,1-10,other,13,131
CUS-00298,2024-08,enterprise,1527.94,0,11,16,0,41,1-10,other,14,131
CUS-00298,2024-09,enterprise,1535.32,0,17,11,0,34,1-10,other,15,131
CUS-00298,2024-10,enterprise,1542.7,0,12,12,0,37,1-10,other,16,131
CUS-00298,2024-11,enterprise,1550.08,0,10,9,0,37,1-10,other,17,131
CUS-00298,2024-12,enterprise,1557.46,0,11,10,0,34,1-10,other,18,131
CUS-00299,2024-01,enterprise,2356.12,0,7,6,1,60,1-10,other,5,157
CUS-00299,2024-02,enterprise,2367.9,0,15,10,0,47,1-10,other,6,157
CUS-00299,2024-03,enterprise,2379.68,0,11,24,0,51,1-10,other,7,157
CUS-00299,2024-04,enterprise,2391.46,0,14,16,3,47,1-10,other,8,157
CUS-00299,2024-05,enterprise,2403.24,0,15,11,0,44,1-10,other,9,157
CUS-00299,2024-06,enterprise,2415.02,0,16,11,1,43,1-10,other,10,157
CUS-00299,2024-07,enterprise,2426.8,0,21,24,1,52,1-10,other,11,157
CUS-00299,2024-08,enterprise,2438.58,0,12,7,2,53,1-10,other,12,157
CUS-00299,2024-09,enterprise,2450.36,0,19,16,2,41,1-10,other,13,157
CUS-00299,2024-10,enterprise,2462.14,0,13,13,0,59,1-10,other,14,157
CUS-00299,2024-11,enterprise,2473.93,0,11,16,0,44,1-10,other,15,157
CUS-00299,2024-12,enterprise,2485.71,1,9,14,1,49,1-10,other,16,157
CUS-00300,2024-01,starter,42.57,0,4,2,1,7,11-50,other,14,3
CUS-00300,2024-02,starter,42.79,0,4,4,2,1,11-50,other,15,3
CUS-00300,2024-03,starter,43.0,0,2,6,0,6,11-50,other,16,3
CUS-00300,2024-04,starter,43.21,0,4,7,0,3,11-50,other,17,3
CUS-00300,2024-05,starter,43.42,1,0,2,4,5,11-50,other,18,3
CUS-00300,2024-06,starter,43.64,0,6,9,0,10,11-50,other,19,3
CUS-00300,2024-07,starter,43.85,0,5,4,1,7,11-50,other,20,3
CUS-00300,2024-08,starter,44.06,0,0,3,0,7,11-50,other,21,3
CUS-00300,2024-09,starter,44.28,0,5,8,2,6,11-50,other,22,3
CUS-00300,2024-10,starter,44.49,0,6,9,1,8,11-50,other,23,3
CUS-00300,2024-11,starter,44.7,0,1,3,1,3,11-50,other,24,3
CUS-00300,2024-12,starter,44.91,0,2,4,3,-3,11-50,other,25,3
CUS-00301,2024-01,enterprise,1560.81,0,11,19,0,25,200+,fintech,16,200
CUS-00301,2024-02,enterprise,1568.61,0,13,18,0,29,200+,fintech,17,200
CUS-00301,2024-03,enterprise,1576.42,0,19,21,0,23,200+,fintech,18,200
CUS-00301,2024-04,enterprise,1584.22,0,13,15,1,34,200+,fintech,19,200
CUS-00301,2024-05,enterprise,1592.03,0,17,15,1,27,200+,fintech,20,200
CUS-00301,2024-06,enterprise,1599.83,0,20,21,1,26,200+,fintech,21,200
CUS-00301,2024-07,enterprise,1607.63,0,10,16,1,23,200+,fintech,22,200
CUS-00301,2024-08,enterprise,1615.44,0,10,6,2,35,200+,fintech,23,200
CUS-00301,2024-09,enterprise,1623.24,0,24,29,0,41,200+,fintech,24,200
CUS-00301,2024-10,enterprise,1631.05,0,16,19,1,36,200+,fintech,25,200
CUS-00301,2024-11,enterprise,1638.85,0,15,23,0,41,200+,fintech,26,200
CUS-00301,2024-12,enterprise,1646.65,0,13,14,0,35,200+,fintech,27,200
CUS-00302,2024-01,pro,169.8,0,12,15,2,26,11-50,SaaS,10,10
CUS-00302,2024-02,pro,170.64,0,5,8,3,20,11-50,SaaS,11,10
CUS-00302,2024-03,pro,171.49,0,6,4,0,22,11-50,SaaS,12,10
CUS-00302,2024-04,pro,172.34,0,10,12,1,28,11-50,SaaS,13,10
CUS-00302,2024-05,pro,173.19,0,6,11,2,21,11-50,SaaS,14,10
CUS-00302,2024-06,pro,174.04,0,7,11,0,14,11-50,SaaS,15,10
CUS-00302,2024-07,pro,174.89,0,5,6,0,22,11-50,SaaS,16,10
CUS-00302,2024-08,pro,175.74,0,8,9,1,19,11-50,SaaS,17,10
CUS-00302,2024-09,pro,176.59,0,10,14,2,18,11-50,SaaS,18,10
CUS-00302,2024-10,pro,177.44,0,6,5,0,30,11-50,SaaS,19,10
CUS-00302,2024-11,pro,178.29,0,3,3,1,22,11-50,SaaS,20,10
CUS-00302,2024-12,pro,179.13,0,6,10,1,11,11-50,SaaS,21,10
CUS-00303,2024-01,enterprise,1561.54,0,13,18,1,53,51-200,other,5,115
CUS-00303,2024-02,enterprise,1569.35,0,16,17,1,42,51-200,other,6,115
CUS-00303,2024-03,enterprise,1577.16,0,9,12,1,43,51-200,other,7,115
CUS-00303,2024-04,enterprise,1584.96,0,12,13,0,37,51-200,other,8,115
CUS-00303,2024-05,enterprise,1592.77,0,11,7,2,37,51-200,other,9,115
CUS-00303,2024-06,enterprise,1600.58,0,6,8,1,50,51-200,other,10,115
CUS-00303,2024-07,enterprise,1608.39,0,12,11,0,55,51-200,other,11,115
CUS-00303,2024-08,enterprise,1616.19,0,19,16,0,47,51-200,other,12,115
CUS-00303,2024-09,enterprise,1624.0,0,13,16,0,46,51-200,other,13,115
CUS-00303,2024-10,enterprise,1631.81,0,13,18,1,46,51-200,other,14,115
CUS-00303,2024-11,enterprise,1639.62,0,10,15,0,43,51-200,other,15,115
CUS-00303,2024-12,enterprise,1647.42,0,10,15,1,53,51-200,other,16,115
CUS-00304,2024-01,starter,47.18,0,6,6,1,21,51-200,ecommerce,53,2
CUS-00304,2024-02,starter,47.42,0,4,4,1,30,51-200,ecommerce,54,2
CUS-00304,2024-03,starter,47.65,0,1,4,0,28,51-200,ecommerce,55,2
CUS-00304,2024-04,starter,47.89,0,3,4,2,30,51-200,ecommerce,56,2
CUS-00304,2024-05,starter,48.12,0,2,3,3,30,51-200,ecommerce,57,2
CUS-00304,2024-06,starter,48.36,0,1,4,0,30,51-200,ecommerce,58,2
CUS-00304,2024-07,starter,48.59,0,2,14,0,21,51-200,ecommerce,59,2
CUS-00304,2024-08,starter,48.83,0,4,6,0,32,51-200,ecommerce,60,2
CUS-00304,2024-09,starter,49.07,0,1,3,0,26,51-200,ecommerce,61,2
CUS-00304,2024-10,starter,49.3,0,3,7,0,29,51-200,ecommerce,62,2
CUS-00304,2024-11,starter,49.54,0,0,3,0,39,51-200,ecommerce,63,2
CUS-00304,2024-12,starter,49.77,1,0,0,1,26,51-200,ecommerce,64,2
CUS-00305,2024-01,starter,56.85,0,4,9,0,17,11-50,other,1,3
CUS-00305,2024-02,starter,57.13,1,1,3,1,17,11-50,other,2,3
CUS-00305,2024-03,starter,57.42,0,3,5,0,7,11-50,other,3,3
CUS-00305,2024-04,starter,57.7,0,3,8,2,28,11-50,other,4,3
CUS-00305,2024-05,starter,57.98,0,4,7,0,12,11-50,other,5,3
CUS-00305,2024-06,starter,58.27,0,3,4,1,14,11-50,other,6,3
CUS-00305,2024-07,starter,58.55,0,2,2,0,16,11-50,other,7,3
CUS-00305,2024-08,starter,58.84,0,3,9,1,13,11-50,other,8,3
CUS-00305,2024-09,starter,59.12,0,3,3,0,21,11-50,other,9,3
CUS-00305,2024-10,starter,59.41,0,2,7,1,20,11-50,other,10,3
CUS-00305,2024-11,starter,59.69,0,4,5,2,25,11-50,other,11,3
CUS-00305,2024-12,starter,59.97,0,4,4,2,21,11-50,other,12,3
CUS-00306,2024-01,pro,265.94,0,11,15,0,31,1-10,ecommerce,5,11
CUS-00306,2024-02,pro,267.27,0,8,7,0,30,1-10,ecommerce,6,11
CUS-00306,2024-03,pro,268.6,0,11,18,0,25,1-10,ecommerce,7,11
CUS-00306,2024-04,pro,269.93,1,4,9,2,28,1-10,ecommerce,8,11
CUS-00306,2024-05,pro,271.26,0,5,7,2,29,1-10,ecommerce,9,11
CUS-00306,2024-06,pro,272.59,0,7,9,0,33,1-10,ecommerce,10,11
CUS-00306,2024-07,pro,273.92,0,10,21,0,25,1-10,ecommerce,11,11
CUS-00306,2024-08,pro,275.25,0,6,5,0,34,1-10,ecommerce,12,11
CUS-00306,2024-09,pro,276.58,0,8,10,1,37,1-10,ecommerce,13,11
CUS-00306,2024-10,pro,277.91,0,7,9,1,37,1-10,ecommerce,14,11
CUS-00306,2024-11,pro,279.23,0,8,6,0,35,1-10,ecommerce,15,11
CUS-00306,2024-12,pro,280.56,0,3,2,1,27,1-10,ecommerce,16,11
CUS-00307,2024-01,pro,158.49,0,4,9,1,47,1-10,fintech,58,12
CUS-00307,2024-02,pro,159.28,1,4,3,2,50,1-10,fintech,59,12
CUS-00307,2024-03,pro,160.07,0,5,5,0,48,1-10,fintech,60,12
CUS-00307,2024-04,pro,160.86,0,9,12,2,48,1-10,fintech,61,12
CUS-00307,2024-05,pro,161.66,0,5,9,1,51,1-10,fintech,62,12
CUS-00307,2024-06,pro,162.45,0,5,7,1,51,1-10,fintech,63,12
CUS-00307,2024-07,pro,163.24,0,1,2,1,42,1-10,fintech,64,12
CUS-00307,2024-08,pro,164.03,0,9,3,3,42,1-10,fintech,65,12
CUS-00307,2024-09,pro,164.83,0,4,5,0,36,1-10,fintech,66,12
CUS-00307,2024-10,pro,165.62,0,6,9,2,48,1-10,fintech,67,12
CUS-00307,2024-11,pro,166.41,0,8,7,0,49,1-10,fintech,68,12
CUS-00307,2024-12,pro,167.2,0,13,16,3,50,1-10,fintech,69,12
CUS-00308,2024-01,pro,149.92,0,6,9,2,52,51-200,other,3,11
CUS-00308,2024-02,pro,150.67,0,5,7,0,53,51-200,other,4,11
CUS-00308,2024-03,pro,151.42,0,1,5,1,45,51-200,other,5,11
CUS-00308,2024-04,pro,152.17,0,7,7,1,53,51-200,other,6,11
CUS-00308,2024-05,pro,152.92,0,6,6,0,47,51-200,other,7,11
CUS-00308,2024-06,pro,153.67,0,6,7,0,47,51-200,other,8,11
CUS-00308,2024-07,pro,154.42,1,4,6,1,54,51-200,other,9,11
CUS-00308,2024-08,pro,155.17,0,9,10,0,50,51-200,other,10,11
CUS-00308,2024-09,pro,155.92,0,4,3,0,52,51-200,other,11,11
CUS-00308,2024-10,pro,156.67,0,5,10,0,51,51-200,other,12,11
CUS-00308,2024-11,pro,157.42,0,6,6,0,52,51-200,other,13,11
CUS-00308,2024-12,pro,158.17,0,4,8,0,62,51-200,other,14,11
CUS-00309,2024-01,enterprise,703.22,0,11,18,0,55,1-10,other,67,50
CUS-00309,2024-02,enterprise,706.73,0,10,11,1,47,1-10,other,68,50
CUS-00309,2024-03,enterprise,710.25,0,12,10,1,53,1-10,other,69,50
CUS-00309,2024-04,enterprise,713.77,0,9,9,1,53,1-10,other,70,50
CUS-00309,2024-05,enterprise,717.28,0,16,18,2,50,1-10,other,71,50
CUS-00309,2024-06,enterprise,720.8,0,11,12,0,55,1-10,other,72,50
CUS-00309,2024-07,enterprise,724.32,0,18,21,0,44,1-10,other,73,50
CUS-00309,2024-08,enterprise,727.83,0,10,13,0,55,1-10,other,74,50
CUS-00309,2024-09,enterprise,731.35,0,14,21,1,55,1-10,other,75,50
CUS-00309,2024-10,enterprise,734.86,0,17,17,0,61,1-10,other,76,50
CUS-00309,2024-11,enterprise,738.38,0,12,27,0,56,1-10,other,77,50
CUS-00309,2024-12,enterprise,741.9,0,14,12,0,53,1-10,other,78,50
CUS-00310,2024-01,pro,129.88,0,9,7,2,11,200+,other,1,3
CUS-00310,2024-02,pro,130.53,0,10,11,2,10,200+,other,2,3
CUS-00310,2024-03,pro,131.18,0,7,8,0,18,200+,other,3,3
CUS-00310,2024-04,pro,131.82,0,6,7,1,18,200+,other,4,3
CUS-00310,2024-05,pro,132.47,0,8,9,2,16,200+,other,5,3
CUS-00310,2024-06,pro,133.12,0,8,15,1,15,200+,other,6,3
CUS-00310,2024-07,pro,133.77,0,10,9,1,20,200+,other,7,3
CUS-00310,2024-08,pro,134.42,0,1,2,1,21,200+,other,8,3
CUS-00310,2024-09,pro,135.07,0,7,8,0,28,200+,other,9,3
CUS-00310,2024-10,pro,135.72,0,8,8,0,23,200+,other,10,3
CUS-00310,2024-11,pro,136.37,0,8,14,0,14,200+,other,11,3
CUS-00310,2024-12,pro,137.02,0,6,8,3,12,200+,other,12,3
CUS-00311,2024-01,starter,96.65,0,3,4,2,28,200+,other,2,1
CUS-00311,2024-02,starter,97.13,0,3,9,1,29,200+,other,3,1
CUS-00311,2024-03,starter,97.62,1,1,2,1,33,200+,other,4,1
CUS-00311,2024-04,starter,98.1,0,2,7,3,29,200+,other,5,1
CUS-00311,2024-05,starter,98.58,0,4,5,1,42,200+,other,6,1
CUS-00311,2024-06,starter,99.07,0,4,5,1,24,200+,other,7,1
CUS-00311,2024-07,starter,99.55,0,2,6,2,28,200+,other,8,1
CUS-00311,2024-08,starter,100.03,0,3,3,0,34,200+,other,9,1
CUS-00311,2024-09,starter,100.52,0,5,7,1,32,200+,other,10,1
CUS-00311,2024-10,starter,101.0,0,5,8,0,31,200+,other,11,1
CUS-00311,2024-11,starter,101.48,0,5,4,0,33,200+,other,12,1
CUS-00311,2024-12,starter,101.97,0,3,2,0,25,200+,other,13,1
CUS-00312,2024-01,pro,199.82,0,3,5,1,19,11-50,SaaS,17,9
CUS-00312,2024-02,pro,200.82,0,6,7,0,14,11-50,SaaS,18,9
CUS-00312,2024-03,pro,201.82,0,8,9,1,23,11-50,SaaS,19,9
CUS-00312,2024-04,pro,202.82,1,8,9,4,21,11-50,SaaS,20,9
CUS-00312,2024-05,pro,203.82,0,4,9,0,24,11-50,SaaS,21,9
CUS-00312,2024-06,pro,204.82,0,11,9,0,28,11-50,SaaS,22,9
CUS-00312,2024-07,pro,205.82,0,6,9,1,24,11-50,SaaS,23,9
CUS-00312,2024-08,pro,206.82,0,7,4,0,29,11-50,SaaS,24,9
CUS-00312,2024-09,pro,207.82,0,12,11,3,28,11-50,SaaS,25,9
CUS-00312,2024-10,pro,208.82,0,12,12,2,28,11-50,SaaS,26,9
CUS-00312,2024-11,pro,209.81,0,18,17,0,20,11-50,SaaS,27,9
CUS-00312,2024-12,pro,210.81,0,5,6,0,15,11-50,SaaS,28,9
CUS-00313,2024-01,enterprise,803.5,0,16,16,2,41,1-10,fintech,9,143
CUS-00313,2024-02,enterprise,807.52,0,9,14,1,36,1-10,fintech,10,143
CUS-00313,2024-03,enterprise,811.53,0,9,7,1,35,1-10,fintech,11,143
CUS-00313,2024-04,enterprise,815.55,0,10,13,0,37,1-10,fintech,12,143
CUS-00313,2024-05,enterprise,819.57,0,12,9,0,39,1-10,fintech,13,143
CUS-00313,2024-06,enterprise,823.59,0,17,17,2,36,1-10,fintech,14,143
CUS-00313,2024-07,enterprise,827.6,0,17,21,1,35,1-10,fintech,15,143
CUS-00313,2024-08,enterprise,831.62,0,17,11,0,37,1-10,fintech,16,143
CUS-00313,2024-09,enterprise,835.64,0,9,16,1,43,1-10,fintech,17,143
CUS-00313,2024-10,enterprise,839.66,0,12,12,1,38,1-10,fintech,18,143
CUS-00313,2024-11,enterprise,843.67,0,9,9,0,42,1-10,fintech,19,143
CUS-00313,2024-12,enterprise,847.69,0,10,19,1,38,1-10,fintech,20,143
CUS-00314,2024-01,starter,55.2,0,2,2,0,24,1-10,other,10,2
CUS-00314,2024-02,starter,55.48,0,3,4,0,22,1-10,other,11,2
CUS-00314,2024-03,starter,55.75,0,2,3,0,19,1-10,other,12,2
CUS-00314,2024-04,starter,56.03,0,4,1,1,21,1-10,other,13,2
CUS-00314,2024-05,starter,56.3,0,2,5,1,32,1-10,other,14,2
CUS-00314,2024-06,starter,56.58,0,3,4,1,24,1-10,other,15,2
CUS-00314,2024-07,starter,56.86,1,1,3,2,20,1-10,other,16,2
CUS-00314,2024-08,starter,57.13,0,3,2,1,23,1-10,other,17,2
CUS-00314,2024-09,starter,57.41,0,5,10,0,22,1-10,other,18,2
CUS-00314,2024-10,starter,57.68,0,2,3,0,15,1-10,other,19,2
CUS-00314,2024-11,starter,57.96,0,4,6,0,17,1-10,other,20,2
CUS-00314,2024-12,starter,58.24,0,1,2,2,18,1-10,other,21,2
CUS-00315,2024-01,pro,171.24,0,9,13,1,59,200+,ecommerce,4,15
CUS-00315,2024-02,pro,172.1,1,1,1,2,50,200+,ecommerce,5,15
CUS-00315,2024-03,pro,172.95,0,7,9,2,41,200+,ecommerce,6,15
CUS-00315,2024-04,pro,173.81,0,10,15,2,49,200+,ecommerce,7,15
CUS-00315,2024-05,pro,174.66,0,11,14,1,52,200+,ecommerce,8,15
CUS-00315,2024-06,pro,175.52,0,5,5,1,47,200+,ecommerce,9,15
CUS-00315,2024-07,pro,176.38,0,8,12,2,49,200+,ecommerce,10,15
CUS-00315,2024-08,pro,177.23,0,8,7,1,45,200+,ecommerce,11,15
CUS-00315,2024-09,pro,178.09,0,8,13,0,45,200+,ecommerce,12,15
CUS-00315,2024-10,pro,178.95,0,5,9,2,53,200+,ecommerce,13,15
CUS-00315,2024-11,pro,179.8,0,10,15,0,53,200+,ecommerce,14,15
CUS-00315,2024-12,pro,180.66,0,7,12,0,48,200+,ecommerce,15,15
CUS-00316,2024-01,starter,28.07,0,5,12,1,30,11-50,other,10,1
CUS-00316,2024-02,starter,28.21,1,1,2,3,30,11-50,other,11,1
CUS-00316,2024-03,starter,28.35,0,1,3,1,30,11-50,other,12,1
CUS-00316,2024-04,starter,28.49,0,2,2,1,22,11-50,other,13,1
CUS-00316,2024-05,starter,28.63,0,3,4,0,28,11-50,other,14,1
CUS-00316,2024-06,starter,28.77,0,4,7,0,20,11-50,other,15,1
CUS-00316,2024-07,starter,28.91,0,3,6,0,34,11-50,other,16,1
CUS-00316,2024-08,starter,29.05,0,1,6,2,33,11-50,other,17,1
CUS-00316,2024-09,starter,29.19,0,2,6,0,40,11-50,other,18,1
CUS-00316,2024-10,starter,29.33,0,3,2,3,33,11-50,other,19,1
CUS-00316,2024-11,starter,29.47,0,1,3,0,25,11-50,other,20,1
CUS-00316,2024-12,starter,29.61,0,4,5,2,30,11-50,other,21,1
CUS-00317,2024-01,pro,169.04,0,5,3,1,44,200+,SaaS,7,4
CUS-00317,2024-02,pro,169.88,0,4,8,0,48,200+,SaaS,8,4
CUS-00317,2024-03,pro,170.73,0,10,10,1,41,200+,SaaS,9,4
CUS-00317,2024-04,pro,171.57,0,5,5,0,41,200+,SaaS,10,4
CUS-00317,2024-05,pro,172.42,0,6,7,2,49,200+,SaaS,11,4
CUS-00317,2024-06,pro,173.26,0,8,14,2,44,200+,SaaS,12,4
CUS-00317,2024-07,pro,174.11,0,8,10,0,49,200+,SaaS,13,4
CUS-00317,2024-08,pro,174.95,0,8,7,1,40,200+,SaaS,14,4
CUS-00317,2024-09,pro,175.8,0,9,17,0,39,200+,SaaS,15,4
CUS-00317,2024-10,pro,176.64,0,4,7,2,40,200+,SaaS,16,4
CUS-00317,2024-11,pro,177.49,0,11,22,0,49,200+,SaaS,17,4
CUS-00317,2024-12,pro,178.33,0,7,7,1,42,200+,SaaS,18,4
CUS-00318,2024-01,starter,57.95,0,1,2,2,26,11-50,other,4,1
CUS-00318,2024-02,starter,58.24,0,4,6,0,15,11-50,other,5,1
CUS-00318,2024-03,starter,58.53,0,4,2,0,9,11-50,other,6,1
CUS-00318,2024-04,starter,58.82,0,2,1,0,19,11-50,other,7,1
CUS-00318,2024-05,starter,59.11,0,2,1,0,20,11-50,other,8,1
CUS-00318,2024-06,starter,59.4,0,5,8,0,23,11-50,other,9,1
CUS-00318,2024-07,starter,59.69,0,4,8,0,8,11-50,other,10,1
CUS-00318,2024-08,starter,59.98,0,4,6,0,23,11-50,other,11,1
CUS-00318,2024-09,starter,60.27,0,6,4,0,26,11-50,other,12,1
CUS-00318,2024-10,starter,60.56,0,5,8,1,18,11-50,other,13,1
CUS-00318,2024-11,starter,60.85,0,5,4,2,13,11-50,other,14,1
