user_id,date,variant,week,assignment_date,impressions,clicks,ctr,watch_time_min,content_type,platform,age_group,region,premium_user
MED-04851,2024-08-12,control,2,2024-08-11,10,1,0.1,0.41,video,mobile_app,35-44,NA,0
MED-04852,2024-09-12,treatment,2,2024-09-10,10,1,0.1,4.7,video,mobile_app,45-54,EU,0
MED-04853,2024-09-29,control,1,2024-09-29,16,1,0.0625,8.19,video,smart_tv,18-24,NA,1
MED-04854,2024-09-08,treatment,2,2024-09-04,13,1,0.0769,0.61,video,mobile_app,25-34,NA,0
MED-04855,2024-09-16,control,1,2024-09-14,10,1,0.1,4.34,article,web,25-34,APAC,0
MED-04856,2024-09-25,control,2,2024-09-24,9,2,0.2222,8.32,video,web,35-44,NA,0
MED-04857,2024-09-17,treatment,1,2024-09-17,9,0,0.0,2.9,video,web,55+,NA,0
MED-04858,2024-09-14,treatment,2,2024-09-13,15,2,0.1333,2.15,article,web,25-34,EU,0
MED-04859,2024-08-16,treatment,1,2024-08-15,21,3,0.1429,2.33,podcast,web,35-44,EU,0
MED-04860,2024-08-02,treatment,2,2024-07-29,14,1,0.0714,6.62,article,mobile_app,18-24,EU,0
MED-04861,2024-09-26,control,1,2024-09-22,13,0,0.0,12.48,article,smart_tv,25-34,LATAM,1
MED-04862,2024-08-27,control,1,2024-08-27,12,0,0.0,2.28,video,web,55+,NA,0
MED-04863,2024-08-16,treatment,2,2024-08-13,16,2,0.125,0.43,video,mobile_app,18-24,NA,1
MED-04864,2024-08-04,treatment,1,2024-08-02,11,0,0.0,1.73,article,web,18-24,NA,0
MED-04865,2024-08-20,control,2,2024-08-20,9,0,0.0,13.59,video,mobile_app,25-34,APAC,0
MED-04866,2024-09-02,treatment,1,2024-08-29,13,1,0.0769,17.02,video,smart_tv,35-44,APAC,0
MED-04867,2024-08-02,treatment,2,2024-08-01,4,1,0.25,3.07,podcast,mobile_app,35-44,NA,0
MED-04868,2024-09-16,control,1,2024-09-14,12,0,0.0,8.17,article,web,25-34,NA,0
MED-04869,2024-09-24,treatment,1,2024-09-22,16,0,0.0,13.06,article,smart_tv,18-24,EU,1
MED-04870,2024-09-01,treatment,1,2024-08-31,15,2,0.1333,7.09,newsletter,web,35-44,NA,1
MED-04871,2024-08-05,treatment,2,2024-08-03,7,0,0.0,7.39,video,mobile_app,18-24,NA,0
MED-04872,2024-08-08,treatment,2,2024-08-08,6,0,0.0,11.39,video,web,25-34,NA,0
MED-04873,2024-08-07,treatment,2,2024-08-04,20,1,0.05,6.17,video,mobile_app,18-24,APAC,0
MED-04874,2024-08-30,control,1,2024-08-30,13,0,0.0,14.34,video,smart_tv,45-54,NA,0
MED-04875,2024-09-23,control,1,2024-09-19,12,1,0.0833,0.8,article,mobile_app,55+,LATAM,0
MED-04876,2024-08-11,treatment,2,2024-08-10,8,1,0.125,12.76,article,web,25-34,NA,0
MED-04877,2024-08-05,control,2,2024-08-03,16,0,0.0,6.89,video,mobile_app,35-44,NA,1
MED-04878,2024-08-09,treatment,2,2024-08-06,16,2,0.125,24.51,article,web,25-34,NA,0
MED-04879,2024-08-04,treatment,1,2024-08-04,15,1,0.0667,2.07,podcast,smart_tv,25-34,NA,0
MED-04880,2024-08-14,control,1,2024-08-14,12,0,0.0,7.85,newsletter,web,18-24,EU,0
MED-04881,2024-09-24,treatment,1,2024-09-24,10,1,0.1,5.24,article,mobile_app,25-34,NA,0
MED-04882,2024-09-12,control,1,2024-09-10,11,0,0.0,4.19,podcast,mobile_app,35-44,NA,0
MED-04883,2024-09-09,control,2,2024-09-07,17,0,0.0,0.65,article,web,18-24,APAC,0
MED-04884,2024-08-08,treatment,1,2024-08-05,17,0,0.0,15.44,article,web,45-54,APAC,0
MED-04885,2024-08-02,control,1,2024-08-01,12,0,0.0,3.45,article,smart_tv,18-24,APAC,0
MED-04886,2024-08-14,treatment,1,2024-08-12,21,2,0.0952,5.89,video,web,25-34,EU,1
MED-04887,2024-09-28,control,1,2024-09-28,10,4,0.4,4.32,video,web,45-54,NA,0
MED-04888,2024-09-07,treatment,2,2024-09-05,21,4,0.1905,13.98,video,web,25-34,APAC,1
MED-04889,2024-09-21,control,1,2024-09-20,8,0,0.0,2.41,video,web,25-34,NA,0
MED-04890,2024-09-03,control,1,2024-08-30,11,0,0.0,5.13,newsletter,mobile_app,25-34,EU,0
MED-04891,2024-08-22,control,1,2024-08-18,11,0,0.0,5.32,article,mobile_app,25-34,APAC,1
MED-04892,2024-09-15,control,2,2024-09-11,10,1,0.1,2.9,video,smart_tv,55+,NA,0
MED-04893,2024-08-08,treatment,2,2024-08-04,21,1,0.0476,16.52,video,mobile_app,45-54,NA,1
MED-04894,2024-09-17,control,1,2024-09-14,14,0,0.0,7.72,article,mobile_app,35-44,NA,0
MED-04895,2024-09-06,control,2,2024-09-06,5,0,0.0,10.39,article,smart_tv,18-24,EU,0
MED-04896,2024-08-28,treatment,2,2024-08-28,12,0,0.0,1.93,podcast,web,45-54,NA,0
MED-04897,2024-08-27,treatment,1,2024-08-23,13,0,0.0,4.52,video,mobile_app,25-34,EU,0
MED-04898,2024-08-16,control,2,2024-08-14,27,0,0.0,1.1,article,smart_tv,18-24,APAC,1
MED-04899,2024-08-10,treatment,2,2024-08-08,8,0,0.0,1.92,article,mobile_app,25-34,NA,0
MED-04900,2024-09-13,control,1,2024-09-13,13,1,0.0769,14.48,article,web,55+,EU,0
MED-04901,2024-08-21,control,2,2024-08-20,10,1,0.1,2.61,article,web,35-44,APAC,0
MED-04902,2024-09-08,treatment,2,2024-09-05,15,2,0.1333,14.98,article,mobile_app,18-24,NA,0
MED-04903,2024-08-15,treatment,2,2024-08-12,17,0,0.0,3.26,article,web,45-54,EU,1
MED-04904,2024-08-16,control,2,2024-08-12,10,0,0.0,3.68,video,web,25-34,APAC,0
MED-04905,2024-09-05,control,1,2024-09-04,9,0,0.0,4.33,video,mobile_app,25-34,NA,1
MED-04906,2024-09-01,control,2,2024-09-01,15,0,0.0,3.3,podcast,web,35-44,EU,1
MED-04907,2024-09-07,control,2,2024-09-07,17,0,0.0,4.1,article,web,45-54,EU,0
MED-04908,2024-08-26,control,1,2024-08-26,12,0,0.0,3.96,video,mobile_app,45-54,APAC,1
MED-04909,2024-08-29,control,1,2024-08-28,13,2,0.1538,3.05,video,mobile_app,18-24,EU,0
MED-04910,2024-08-14,treatment,1,2024-08-10,11,1,0.0909,8.33,podcast,web,45-54,EU,0
MED-04911,2024-09-01,control,2,2024-08-31,12,1,0.0833,5.08,article,mobile_app,18-24,NA,0
MED-04912,2024-08-11,treatment,2,2024-08-11,15,0,0.0,12.34,podcast,mobile_app,25-34,NA,0
MED-04913,2024-09-23,treatment,1,2024-09-23,9,0,0.0,25.46,video,mobile_app,35-44,APAC,0
MED-04914,2024-09-28,control,2,2024-09-28,9,0,0.0,13.9,article,mobile_app,25-34,EU,1
MED-04915,2024-09-04,treatment,2,2024-09-02,8,0,0.0,5.96,video,mobile_app,25-34,EU,0
MED-04916,2024-08-18,control,2,2024-08-18,15,2,0.1333,7.69,video,mobile_app,25-34,NA,0
MED-04917,2024-08-29,treatment,1,2024-08-25,9,0,0.0,14.48,video,web,45-54,NA,0
MED-04918,2024-08-09,control,1,2024-08-05,9,0,0.0,5.58,article,mobile_app,18-24,EU,0
MED-04919,2024-08-02,treatment,1,2024-07-31,10,0,0.0,5.61,video,mobile_app,35-44,NA,0
MED-04920,2024-09-05,treatment,1,2024-09-03,12,1,0.0833,9.9,video,web,35-44,NA,0
MED-04921,2024-08-29,treatment,2,2024-08-27,12,0,0.0,9.89,article,mobile_app,25-34,EU,0
MED-04922,2024-09-06,control,1,2024-09-05,17,0,0.0,5.19,article,mobile_app,25-34,APAC,1
MED-04923,2024-08-18,treatment,2,2024-08-15,16,0,0.0,8.04,podcast,web,25-34,APAC,0
MED-04924,2024-09-02,control,2,2024-09-02,18,4,0.2222,1.7,video,mobile_app,25-34,NA,0
MED-04925,2024-09-18,control,1,2024-09-14,7,0,0.0,1.21,video,smart_tv,25-34,NA,0
MED-04926,2024-08-28,control,2,2024-08-25,11,1,0.0909,4.09,article,smart_tv,45-54,APAC,1
MED-04927,2024-08-26,control,1,2024-08-25,9,1,0.1111,1.03,video,smart_tv,25-34,EU,0
MED-04928,2024-09-17,treatment,2,2024-09-15,10,1,0.1,6.78,article,web,25-34,NA,0
MED-04929,2024-08-23,treatment,2,2024-08-21,20,1,0.05,2.23,article,web,35-44,APAC,1
MED-04930,2024-09-08,control,2,2024-09-07,19,1,0.0526,10.7,podcast,web,25-34,LATAM,1
MED-04931,2024-09-15,treatment,2,2024-09-13,14,1,0.0714,3.05,article,mobile_app,25-34,EU,0
MED-04932,2024-08-18,control,2,2024-08-17,6,1,0.1667,28.74,video,mobile_app,45-54,LATAM,0
MED-04933,2024-08-10,treatment,1,2024-08-09,5,1,0.2,7.09,article,mobile_app,25-34,NA,0
MED-04934,2024-09-20,control,2,2024-09-18,16,2,0.125,7.58,article,smart_tv,45-54,APAC,0
MED-04935,2024-08-29,treatment,1,2024-08-25,13,0,0.0,5.34,article,smart_tv,25-34,EU,0
MED-04936,2024-09-28,treatment,1,2024-09-26,11,0,0.0,2.74,newsletter,web,35-44,EU,0
MED-04937,2024-08-22,control,1,2024-08-21,8,1,0.125,8.36,video,mobile_app,45-54,EU,0
MED-04938,2024-08-22,control,2,2024-08-21,6,0,0.0,6.55,podcast,mobile_app,35-44,EU,0
MED-04939,2024-08-28,treatment,2,2024-08-28,9,0,0.0,2.51,newsletter,web,25-34,NA,0
MED-04940,2024-09-01,control,2,2024-08-28,16,0,0.0,0.6,video,web,45-54,EU,0
MED-04941,2024-09-10,control,2,2024-09-10,12,1,0.0833,9.84,video,mobile_app,45-54,EU,1
MED-04942,2024-08-23,treatment,2,2024-08-22,18,1,0.0556,8.2,video,mobile_app,25-34,NA,0
MED-04943,2024-08-01,control,2,2024-07-29,15,3,0.2,28.78,video,smart_tv,25-34,EU,1
MED-04944,2024-09-10,control,2,2024-09-07,17,0,0.0,9.55,video,smart_tv,35-44,NA,0
MED-04945,2024-08-05,treatment,1,2024-08-01,14,1,0.0714,4.28,article,mobile_app,18-24,EU,0
MED-04946,2024-09-15,treatment,1,2024-09-11,7,0,0.0,12.23,newsletter,mobile_app,35-44,NA,0
MED-04947,2024-09-01,control,1,2024-08-28,13,0,0.0,7.36,article,smart_tv,35-44,EU,0
MED-04948,2024-09-20,control,1,2024-09-19,13,1,0.0769,11.95,video,mobile_app,18-24,NA,1
MED-04949,2024-09-22,control,1,2024-09-21,12,1,0.0833,16.07,newsletter,mobile_app,25-34,NA,1
MED-04950,2024-08-10,control,1,2024-08-08,7,1,0.1429,0.25,article,smart_tv,18-24,NA,0
MED-04951,2024-09-22,control,2,2024-09-19,15,0,0.0,17.61,video,web,35-44,EU,1
MED-04952,2024-08-13,treatment,1,2024-08-09,12,1,0.0833,2.64,video,mobile_app,35-44,APAC,0
MED-04953,2024-08-13,treatment,1,2024-08-09,10,1,0.1,11.48,article,web,35-44,NA,0
MED-04954,2024-09-16,control,2,2024-09-14,15,1,0.0667,5.23,podcast,mobile_app,55+,NA,0
MED-04955,2024-09-09,control,2,2024-09-08,13,0,0.0,1.8,newsletter,mobile_app,45-54,EU,0
MED-04956,2024-08-29,control,2,2024-08-25,15,1,0.0667,13.47,newsletter,mobile_app,25-34,NA,1
MED-04957,2024-08-28,control,2,2024-08-24,8,0,0.0,2.74,podcast,mobile_app,25-34,APAC,0
MED-04958,2024-09-10,control,1,2024-09-09,9,0,0.0,11.95,video,mobile_app,45-54,NA,0
MED-04959,2024-08-08,control,1,2024-08-04,17,0,0.0,7.73,podcast,mobile_app,25-34,NA,1
MED-04960,2024-09-15,treatment,2,2024-09-11,11,0,0.0,2.15,article,web,35-44,NA,0
MED-04961,2024-08-05,treatment,1,2024-08-02,8,0,0.0,2.38,video,mobile_app,25-34,EU,0
MED-04962,2024-08-29,treatment,1,2024-08-28,7,2,0.2857,3.43,video,web,18-24,NA,0
MED-04963,2024-09-23,treatment,1,2024-09-22,7,1,0.1429,3.47,article,web,25-34,NA,0
MED-04964,2024-08-08,control,1,2024-08-04,9,0,0.0,9.03,article,mobile_app,18-24,APAC,0
MED-04965,2024-08-25,control,1,2024-08-24,12,0,0.0,1.33,video,mobile_app,35-44,NA,1
MED-04966,2024-09-23,treatment,1,2024-09-19,10,1,0.1,9.11,video,smart_tv,45-54,NA,0
MED-04967,2024-08-28,control,2,2024-08-24,13,1,0.0769,8.7,video,mobile_app,35-44,EU,0
MED-04968,2024-08-23,treatment,1,2024-08-23,18,0,0.0,1.99,article,web,35-44,APAC,0
MED-04969,2024-08-25,treatment,1,2024-08-21,15,0,0.0,3.85,video,web,18-24,NA,0
MED-04970,2024-08-07,treatment,2,2024-08-07,16,1,0.0625,4.53,video,mobile_app,25-34,EU,0
MED-04971,2024-08-14,control,1,2024-08-11,15,0,0.0,4.86,video,mobile_app,55+,APAC,0
MED-04972,2024-09-02,control,2,2024-09-01,10,0,0.0,2.0,video,mobile_app,35-44,NA,0
MED-04973,2024-09-19,treatment,1,2024-09-16,9,0,0.0,1.48,video,mobile_app,25-34,APAC,0
MED-04974,2024-08-02,control,1,2024-08-02,10,2,0.2,45.72,video,mobile_app,35-44,NA,0
MED-04975,2024-08-29,treatment,1,2024-08-28,15,0,0.0,1.76,article,web,25-34,LATAM,1
MED-04976,2024-09-20,control,1,2024-09-18,9,0,0.0,9.42,video,mobile_app,25-34,NA,0
MED-04977,2024-08-29,treatment,1,2024-08-29,10,0,0.0,10.36,video,mobile_app,35-44,EU,0
MED-04978,2024-08-11,treatment,1,2024-08-08,12,0,0.0,4.3,newsletter,web,35-44,NA,1
MED-04979,2024-08-12,treatment,2,2024-08-08,10,1,0.1,7.86,article,web,35-44,EU,0
MED-04980,2024-09-26,treatment,2,2024-09-22,19,0,0.0,1.11,article,smart_tv,35-44,NA,1
MED-04981,2024-09-06,control,1,2024-09-04,16,0,0.0,0.59,newsletter,web,18-24,APAC,1
MED-04982,2024-08-16,control,1,2024-08-12,9,0,0.0,4.76,podcast,web,35-44,EU,0
MED-04983,2024-09-13,treatment,1,2024-09-11,14,0,0.0,1.88,video,mobile_app,25-34,NA,0
MED-04984,2024-09-05,treatment,1,2024-09-05,18,0,0.0,1.82,video,smart_tv,25-34,NA,1
MED-04985,2024-08-10,treatment,1,2024-08-09,11,0,0.0,3.52,video,mobile_app,18-24,APAC,0
MED-04986,2024-08-21,control,2,2024-08-19,11,1,0.0909,13.12,newsletter,smart_tv,18-24,APAC,0
MED-04987,2024-09-23,treatment,2,2024-09-19,10,0,0.0,18.39,article,smart_tv,25-34,EU,0
MED-04988,2024-09-22,control,1,2024-09-22,8,0,0.0,3.63,video,web,35-44,EU,0
MED-04989,2024-08-09,control,1,2024-08-08,14,0,0.0,3.92,video,mobile_app,35-44,EU,1
MED-04990,2024-08-29,control,1,2024-08-25,18,1,0.0556,12.91,video,web,25-34,NA,1
MED-04991,2024-09-11,control,2,2024-09-08,15,0,0.0,0.88,article,web,18-24,EU,0
MED-04992,2024-09-02,control,1,2024-09-01,17,0,0.0,4.08,video,mobile_app,45-54,EU,0
MED-04993,2024-08-16,treatment,1,2024-08-13,9,0,0.0,1.69,article,smart_tv,25-34,LATAM,1
MED-04994,2024-09-02,control,2,2024-09-01,9,0,0.0,8.03,article,web,18-24,EU,0
MED-04995,2024-08-15,control,1,2024-08-14,11,0,0.0,4.1,video,smart_tv,25-34,APAC,0
MED-04996,2024-09-28,control,2,2024-09-25,18,2,0.1111,7.92,newsletter,mobile_app,35-44,EU,1
MED-04997,2024-09-27,control,2,2024-09-24,13,1,0.0769,13.67,video,mobile_app,25-34,EU,1
MED-04998,2024-08-18,control,1,2024-08-17,12,1,0.0833,2.0,podcast,mobile_app,35-44,NA,0
MED-04999,2024-09-19,control,1,2024-09-18,19,0,0.0,11.3,podcast,mobile_app,25-34,EU,1
MED-05000,2024-08-11,control,1,2024-08-08,12,1,0.0833,9.99,video,mobile_app,18-24,NA,0
MED-05001,2024-09-06,control,1,2024-09-04,12,0,0.0,9.26,article,mobile_app,55+,EU,0
MED-05002,2024-08-21,treatment,2,2024-08-21,18,1,0.0556,3.73,podcast,web,35-44,APAC,0
MED-05003,2024-09-02,control,2,2024-09-02,20,1,0.05,2.51,video,mobile_app,18-24,APAC,0
MED-05004,2024-08-26,control,1,2024-08-23,13,0,0.0,1.45,video,web,25-34,EU,0
MED-05005,2024-09-07,treatment,1,2024-09-03,18,0,0.0,1.02,article,mobile_app,35-44,APAC,0
MED-05006,2024-09-11,treatment,1,2024-09-08,12,1,0.0833,15.58,video,mobile_app,25-34,APAC,1
MED-05007,2024-09-04,control,2,2024-09-03,18,0,0.0,10.59,article,smart_tv,25-34,EU,1
MED-05008,2024-09-21,control,1,2024-09-21,14,2,0.1429,12.02,video,mobile_app,25-34,APAC,0
MED-05009,2024-08-24,treatment,2,2024-08-23,18,0,0.0,2.13,article,web,25-34,NA,1
MED-05010,2024-08-20,control,1,2024-08-16,13,0,0.0,16.15,article,web,25-34,APAC,0
MED-05011,2024-08-30,treatment,1,2024-08-28,12,1,0.0833,1.52,podcast,smart_tv,25-34,NA,1
MED-05012,2024-09-18,control,1,2024-09-18,7,0,0.0,4.65,newsletter,web,45-54,APAC,0
MED-05013,2024-09-11,control,1,2024-09-08,8,0,0.0,8.79,article,web,25-34,APAC,0
MED-05014,2024-09-16,treatment,2,2024-09-13,8,1,0.125,5.46,article,mobile_app,35-44,EU,0
MED-05015,2024-08-17,control,1,2024-08-16,12,0,0.0,2.97,video,web,35-44,NA,0
MED-05016,2024-08-02,treatment,2,2024-07-29,8,1,0.125,8.0,podcast,web,25-34,EU,0
MED-05017,2024-09-07,treatment,1,2024-09-05,11,0,0.0,6.12,video,smart_tv,35-44,LATAM,0
MED-05018,2024-08-20,treatment,2,2024-08-19,16,0,0.0,0.89,article,mobile_app,18-24,EU,0
MED-05019,2024-08-16,control,2,2024-08-15,15,0,0.0,3.52,newsletter,smart_tv,25-34,EU,0
MED-05020,2024-08-22,treatment,1,2024-08-19,11,0,0.0,4.66,video,web,55+,APAC,0
MED-05021,2024-08-11,control,1,2024-08-10,11,0,0.0,2.58,article,web,25-34,NA,0
MED-05022,2024-09-19,treatment,2,2024-09-17,12,0,0.0,1.77,video,mobile_app,35-44,NA,0
MED-05023,2024-09-01,treatment,1,2024-08-30,10,0,0.0,4.46,video,mobile_app,35-44,NA,0
MED-05024,2024-09-08,control,1,2024-09-05,12,1,0.0833,13.31,video,mobile_app,25-34,NA,0
MED-05025,2024-08-07,control,2,2024-08-03,15,0,0.0,3.74,newsletter,web,18-24,APAC,0
MED-05026,2024-08-07,treatment,1,2024-08-03,15,1,0.0667,15.8,video,mobile_app,35-44,EU,0
MED-05027,2024-08-04,treatment,1,2024-07-31,13,0,0.0,8.81,podcast,web,35-44,NA,0
MED-05028,2024-08-19,control,1,2024-08-15,14,0,0.0,1.06,article,mobile_app,18-24,APAC,1
MED-05029,2024-08-16,treatment,1,2024-08-16,10,1,0.1,12.16,video,mobile_app,45-54,NA,0
MED-05030,2024-08-20,control,2,2024-08-19,13,0,0.0,4.06,newsletter,mobile_app,25-34,EU,0
MED-05031,2024-09-26,treatment,2,2024-09-23,13,0,0.0,6.24,video,mobile_app,35-44,EU,0
MED-05032,2024-09-17,treatment,2,2024-09-17,10,0,0.0,8.28,video,mobile_app,25-34,EU,0
MED-05033,2024-08-10,treatment,1,2024-08-06,13,0,0.0,0.31,newsletter,mobile_app,35-44,NA,0
MED-05034,2024-09-16,control,2,2024-09-16,14,0,0.0,5.53,podcast,smart_tv,25-34,NA,0
MED-05035,2024-08-29,control,1,2024-08-27,18,0,0.0,11.34,video,smart_tv,18-24,NA,0
MED-05036,2024-08-02,control,2,2024-07-31,14,0,0.0,5.92,video,web,25-34,NA,0
MED-05037,2024-08-28,treatment,1,2024-08-25,13,1,0.0769,1.79,video,mobile_app,25-34,NA,1
MED-05038,2024-09-06,treatment,1,2024-09-02,7,0,0.0,1.29,newsletter,mobile_app,35-44,LATAM,0
MED-05039,2024-09-29,control,2,2024-09-29,15,0,0.0,5.69,article,web,55+,NA,1
MED-05040,2024-08-02,control,1,2024-08-02,5,0,0.0,0.91,article,web,25-34,NA,0
MED-05041,2024-08-25,control,1,2024-08-22,15,1,0.0667,7.11,newsletter,web,18-24,APAC,0
MED-05042,2024-08-19,control,2,2024-08-19,12,0,0.0,8.97,podcast,web,18-24,APAC,0
MED-05043,2024-08-22,control,1,2024-08-21,19,1,0.0526,22.39,video,smart_tv,25-34,APAC,1
MED-05044,2024-09-23,treatment,2,2024-09-22,16,0,0.0,0.66,article,smart_tv,35-44,LATAM,0
MED-05045,2024-09-28,treatment,2,2024-09-28,11,1,0.0909,10.23,video,web,35-44,NA,0
MED-05046,2024-08-15,treatment,1,2024-08-15,13,0,0.0,9.68,video,smart_tv,45-54,APAC,0
MED-05047,2024-08-22,control,1,2024-08-20,15,1,0.0667,20.35,video,web,45-54,NA,1
MED-05048,2024-08-24,control,2,2024-08-21,7,0,0.0,7.8,video,smart_tv,35-44,NA,0
MED-05049,2024-08-05,control,2,2024-08-02,14,0,0.0,2.2,newsletter,web,25-34,NA,0
MED-05050,2024-09-19,treatment,1,2024-09-19,14,2,0.1429,9.38,newsletter,smart_tv,25-34,NA,0
MED-05051,2024-08-14,treatment,2,2024-08-12,10,0,0.0,3.41,article,mobile_app,55+,NA,0
MED-05052,2024-09-03,treatment,2,2024-08-30,7,0,0.0,16.86,article,web,55+,NA,0
MED-05053,2024-08-07,control,1,2024-08-07,15,2,0.1333,14.13,video,smart_tv,25-34,EU,0
MED-05054,2024-08-22,treatment,1,2024-08-20,16,0,0.0,1.43,video,mobile_app,55+,APAC,1
MED-05055,2024-09-02,treatment,1,2024-08-29,14,0,0.0,1.74,article,smart_tv,55+,NA,1
MED-05056,2024-08-04,treatment,2,2024-08-02,11,0,0.0,15.86,video,mobile_app,18-24,NA,1
MED-05057,2024-09-24,treatment,1,2024-09-23,11,0,0.0,2.96,newsletter,mobile_app,25-34,NA,0
MED-05058,2024-08-31,treatment,2,2024-08-27,14,1,0.0714,14.85,video,mobile_app,18-24,EU,0
MED-05059,2024-09-05,control,2,2024-09-01,7,1,0.1429,11.75,video,web,25-34,APAC,0
MED-05060,2024-08-04,treatment,1,2024-07-31,16,0,0.0,3.45,article,web,25-34,NA,0
MED-05061,2024-09-12,treatment,2,2024-09-08,18,3,0.1667,12.35,video,web,25-34,EU,1
MED-05062,2024-09-12,control,1,2024-09-11,18,0,0.0,3.13,video,web,25-34,EU,0
MED-05063,2024-09-10,control,1,2024-09-06,14,1,0.0714,9.35,article,mobile_app,45-54,EU,0
MED-05064,2024-09-13,control,2,2024-09-13,14,0,0.0,0.84,podcast,mobile_app,35-44,NA,0
MED-05065,2024-09-14,control,2,2024-09-10,12,0,0.0,8.62,video,mobile_app,18-24,NA,0
MED-05066,2024-08-24,treatment,2,2024-08-21,11,0,0.0,6.5,article,web,35-44,NA,0
MED-05067,2024-08-24,treatment,1,2024-08-24,13,0,0.0,2.58,article,mobile_app,45-54,EU,0
MED-05068,2024-09-26,control,2,2024-09-23,15,1,0.0667,31.1,article,web,18-24,LATAM,0
MED-05069,2024-09-29,control,1,2024-09-29,11,0,0.0,5.96,video,mobile_app,45-54,NA,0
MED-05070,2024-08-31,treatment,2,2024-08-31,17,0,0.0,2.34,video,mobile_app,35-44,APAC,0
MED-05071,2024-09-10,control,2,2024-09-09,15,0,0.0,4.73,video,mobile_app,35-44,APAC,0
MED-05072,2024-09-09,treatment,2,2024-09-07,12,1,0.0833,17.0,article,web,55+,NA,0
MED-05073,2024-09-10,control,2,2024-09-06,18,0,0.0,17.39,video,mobile_app,25-34,EU,0
MED-05074,2024-08-17,treatment,1,2024-08-15,11,1,0.0909,13.25,video,web,35-44,APAC,0
MED-05075,2024-08-26,control,1,2024-08-23,15,1,0.0667,6.85,article,smart_tv,25-34,EU,0
MED-05076,2024-09-21,control,2,2024-09-17,10,0,0.0,8.59,podcast,mobile_app,25-34,APAC,0
MED-05077,2024-08-30,treatment,1,2024-08-29,12,1,0.0833,4.41,video,smart_tv,25-34,NA,0
MED-05078,2024-08-11,control,2,2024-08-07,8,2,0.25,2.56,video,smart_tv,45-54,EU,0
MED-05079,2024-09-22,treatment,1,2024-09-19,16,0,0.0,5.01,video,smart_tv,25-34,EU,0
MED-05080,2024-08-29,control,1,2024-08-29,14,0,0.0,7.33,podcast,mobile_app,55+,NA,1
MED-05081,2024-08-31,treatment,2,2024-08-29,10,0,0.0,3.51,article,web,18-24,EU,0
MED-05082,2024-09-01,control,2,2024-08-29,10,2,0.2,0.58,video,mobile_app,25-34,EU,0
MED-05083,2024-08-12,control,2,2024-08-09,8,0,0.0,3.7,video,web,25-34,APAC,0
MED-05084,2024-09-14,treatment,1,2024-09-14,15,0,0.0,4.42,newsletter,mobile_app,45-54,EU,0
MED-05085,2024-08-20,control,2,2024-08-19,9,0,0.0,6.79,article,smart_tv,25-34,EU,0
MED-05086,2024-08-12,control,1,2024-08-08,4,0,0.0,20.43,video,mobile_app,25-34,APAC,0
MED-05087,2024-08-27,control,1,2024-08-24,10,0,0.0,1.9,article,mobile_app,18-24,NA,0
MED-05088,2024-08-07,treatment,2,2024-08-05,11,1,0.0909,16.44,video,mobile_app,25-34,NA,0
MED-05089,2024-09-09,treatment,1,2024-09-07,8,0,0.0,8.59,podcast,web,18-24,NA,0
MED-05090,2024-08-06,control,2,2024-08-02,18,0,0.0,7.02,video,smart_tv,25-34,NA,0
MED-05091,2024-08-31,control,1,2024-08-28,13,0,0.0,3.87,newsletter,web,35-44,NA,0
MED-05092,2024-09-17,control,2,2024-09-13,12,0,0.0,10.33,video,mobile_app,18-24,LATAM,0
MED-05093,2024-08-02,treatment,1,2024-08-01,9,0,0.0,17.2,article,web,18-24,NA,0
MED-05094,2024-09-14,control,2,2024-09-14,11,1,0.0909,5.62,video,mobile_app,45-54,NA,0
MED-05095,2024-08-25,treatment,2,2024-08-23,13,1,0.0769,6.77,video,smart_tv,35-44,LATAM,0
MED-05096,2024-08-31,treatment,2,2024-08-27,9,0,0.0,0.19,video,web,55+,NA,0
MED-05097,2024-09-22,treatment,1,2024-09-18,18,2,0.1111,10.63,podcast,web,25-34,NA,1
MED-05098,2024-08-24,control,1,2024-08-23,16,0,0.0,6.5,video,smart_tv,45-54,EU,0
MED-05099,2024-08-26,treatment,1,2024-08-26,14,0,0.0,19.61,podcast,smart_tv,25-34,EU,0
MED-05100,2024-09-16,treatment,1,2024-09-12,11,0,0.0,3.77,video,web,18-24,NA,0
MED-05101,2024-09-22,control,2,2024-09-18,21,0,0.0,4.1,newsletter,mobile_app,25-34,EU,1
MED-05102,2024-09-24,control,1,2024-09-22,10,1,0.1,3.75,article,mobile_app,35-44,EU,0
MED-05103,2024-08-01,control,2,2024-07-30,17,0,0.0,2.07,article,mobile_app,35-44,EU,1
MED-05104,2024-08-16,control,2,2024-08-15,17,0,0.0,3.76,video,web,18-24,EU,1
MED-05105,2024-09-19,treatment,1,2024-09-19,17,0,0.0,1.83,video,mobile_app,25-34,NA,0
MED-05106,2024-09-07,control,2,2024-09-07,12,0,0.0,6.33,newsletter,smart_tv,18-24,LATAM,1
MED-05107,2024-09-11,control,1,2024-09-11,19,0,0.0,9.65,video,mobile_app,18-24,APAC,0
MED-05108,2024-09-08,control,1,2024-09-08,10,0,0.0,10.34,video,web,25-34,NA,0
MED-05109,2024-09-16,control,1,2024-09-13,6,1,0.1667,1.55,article,smart_tv,18-24,APAC,1
MED-05110,2024-09-29,control,1,2024-09-25,8,0,0.0,16.72,article,web,18-24,EU,0
